Country,City,AQI_value,AQI_category,CO_AQI_value,CO_AQI_category,Ozone_AQI_value,Ozone_AQI_category,NO2_AQI_value,NO2_AQI_category,PM2_5_AQI_value,PM2_5_AQI_category,latitude,longitude,Description
Germany,Wunstorf,29,Good,0,Good,29,Good,1,Good,29,Good,52.4275,9.4294,"""Wunstorf is a town in the district of Hanover, in Lower Saxony, Germany. It is situated approximately 22 kilometres (14 mi) west of Hanover. The following localities belong to the town of Wunstorf: Blumenau, Bokeloh, Großenheidorn, Idensen, Klein Heidorn, Kolenfeld, Luthe, Mesmerode, Steinhude, and Wunstorf."""
China,Xingtai,188,Unhealthy,5,Good,188,Unhealthy,5,Good,162,Unhealthy,37.0659,114.4753,"""Xingtai, formerly known as Xingzhou and Shunde, is a prefecture-level city in southern Hebei province, People's Republic of China. It has a total area of 12,486 km2 (4,821 sq mi) and administers 4 districts, 2 county-level cities and 12 counties. At the 2020 census, its population was 7,111,106 inhabitants. It borders Shijiazhuang and Hengshui in the north, Handan in the south, and the provinces of Shandong and Shanxi in the east and west respectively."""
Netherlands,Vlissingen,33,Good,0,Good,32,Good,1,Good,33,Good,51.45,3.5667,"""Vlissingen is a municipality and a city in the southwestern Netherlands on the island of Walcheren. With its strategic location between the Scheldt river and the North Sea, Vlissingen has been an important harbour for centuries. It was granted city rights in 1315. In the 17th century the roadstead of Vlissingen was a main harbour for ships of the Dutch East India Company (VOC). It is also known as the birthplace of Lieutenant-Admiral Michiel de Ruyter."""
Romania,Voluntari,63,Moderate,2,Good,41,Good,5,Good,63,Moderate,44.4925,26.1914,"""Voluntari is a town in Ilfov County, Muntenia, Romania. It is located at a distance of 1 km from the northern border of Bucharest and is thus frequently viewed as a suburb of Bucharest."""
Serbia,Vranje,55,Moderate,1,Good,40,Good,0,Good,55,Moderate,42.5542,21.8972,"""Vranje is a city in Southern Serbia and the administrative center of the Pčinja District. The municipality of Vranje has a population of 74,381 and its urban area has 55,214 inhabitants."""
Russian Federation,Vytegra,29,Good,1,Good,29,Good,0,Good,2,Good,61.0,36.45,"""Vytegra is a town and the administrative center of Vytegorsky District in Vologda Oblast, Russia, located along the shores of the Vytegra River on Volga–Baltic Waterway, 315 kilometers (196 mi) northwest of Vologda, the administrative center of the oblast. Population: 10,488 (2010 Census); 11,400 (2002 Census); 12,905 (1989 Soviet census)."""
Japan,Wakuya,43,Good,1,Good,43,Good,0,Good,25,Good,38.5397,141.1282,"""Wakuya is a town located in Miyagi Prefecture, Japan. As of 30 April 2020, the town had an estimated population of 15,763 in 6028 households, and a population density of 190 persons per km2. The total area of the town is 82.16 square kilometres (31.72 sq mi). The area is noted for its rice production."""
Germany,Waldkraiburg,49,Good,1,Good,30,Good,3,Good,49,Good,48.2167,12.4,"""Waldkraiburg is a town in the district of Mühldorf, in Bavaria, Germany with a population of about 24,000. It is the biggest town in the district of Mühldorf. It is located on the river Inn, approximately ten kilometers southwest of Mühldorf and sixty kilometers east of Munich. Waldkraiburg is one of the Bavarian displaced person cities. During World War II, an armour factory fabricated gunpowder in this area. The remaining bunkers were soon used as makeshift housing for displaced persons from Sudetenland and Bohemia."""
United States of America,Walker Mill,52,Moderate,1,Good,32,Good,5,Good,52,Moderate,38.8758,-76.8854,"""Walker Mill is an unincorporated area and census-designated place (CDP) in Prince George's County, Maryland, United States. Per the 2020 census, the population was 12,187."""
Japan,Warabi,65,Moderate,1,Good,65,Moderate,3,Good,36,Good,35.8256,139.6797,"""No description provided"""
Papua New Guinea,Wau,17,Good,0,Good,17,Good,0,Good,7,Good,7.7,28.0,"""No description provided"""
Italy,San Pancrazio Salentino,56,Moderate,1,Good,56,Moderate,2,Good,50,Good,40.4167,17.8333,"""San Pancrazio Salentino is a comune in the province of Brindisi in Apulia, on the south-east Italy coast. Its main economic activities are tourism and the growing of olives and grapes."""
Honduras,San Pedro Sula,79,Moderate,1,Good,9,Good,2,Good,79,Moderate,15.5,-88.0333,"""San Pedro Sula is the capital of Cortés Department, Honduras. It is located in the northwest corner of the country in the Sula Valley, about 50 kilometers south of Puerto Cortés on the Caribbean Sea. With a population of 701,200 in the central urban area and a population of 1,445,598 in its metropolitan area in 2023, it is the nation's primary industrial center and second largest city after the capital Tegucigalpa, and the largest city in Central America that is not a capital city."""
Italy,San Salvo,46,Good,2,Good,41,Good,5,Good,46,Good,42.0455,14.7315,"""San Salvo is a comune and town in the Province of Chieti in the Abruzzo region of Italy. It is the last Abruzzo town on the Adriatic coast before entering the Molise Region."""
Brazil,Santa Isabel,161,Unhealthy,6,Good,2,Good,16,Good,161,Unhealthy,-23.3158,-46.2208,"""No description provided"""
Spain,Santander,44,Good,0,Good,44,Good,0,Good,25,Good,43.4628,-3.805,"""No description provided"""
Brazil,Santo Augusto,26,Good,1,Good,15,Good,0,Good,26,Good,-27.8508,-53.7769,"""Santo Augusto is a municipality in the state of Rio Grande do Sul, Brazil, in the micro region of Ijuí. As of 2020, the estimated population was 13,848."""
Italy,Marigliano,49,Good,1,Good,49,Good,3,Good,49,Good,40.9333,14.45,"""Marigliano is a town and comune of the Metropolitan City of Naples, Campania, southern Italy."""
Madagascar,Maroantsetra,22,Good,0,Good,22,Good,0,Good,7,Good,-15.4333,49.75,"""Maroantsetra, formerly Louisbourg, is a market town and domestic seaport in Analanjirofo Region, Madagascar, at the northern end of the Bay of Antongil. In 2018, Maroantsetra counted 42,529 people. Even though it is a small city, Maroantsetra played an important role in the Betsimisaraka history as the unification of this tribe by Ratsimilaho started there. Throughout the eighteenth century, Maroantsetra also actively participated in the piracy and the attack led collectively by the Betsimisarakas against the islands of Comoros and some east African countries."""
Indonesia,Martapura,28,Good,1,Good,20,Good,0,Good,28,Good,-3.45,114.8333,"""No description provided"""
Lesotho,Maseru,134,Unhealthy for Sensitive Groups,6,Good,5,Good,3,Good,134,Unhealthy for Sensitive Groups,-29.31,27.48,"""Maseru is the capital and largest city of Lesotho. It is also the capital of the Maseru District. Located on the Caledon River, Maseru lies directly on the Lesotho–South Africa border. Maseru had a population of 330,760 in the 2016 census. The city was established as a police camp and assigned as the capital after the country became a British protectorate in 1869. When the country achieved independence in 1966, Maseru retained its status as capital. The name of the city is a Sesotho word meaning 'red sandstones'."""
Belarus,Masty,35,Good,1,Good,35,Good,0,Good,18,Good,53.417,24.55,"""No description provided"""
Canada,Matane,54,Moderate,0,Good,24,Good,1,Good,54,Moderate,48.85,-67.5333,"""Matane is a town on the Gaspé Peninsula in Quebec, Canada, on the south shore of the Saint Lawrence River at the mouth of the Matane River. The town is the seat for the La Matanie Regional County Municipality."""
Belarus,Mazyr,40,Good,1,Good,27,Good,1,Good,40,Good,52.05,29.2667,"""Mazyr or Mozyr is a city in Gomel Region, Belarus. It serves as the administrative center of Mazyr District. It is situated on the Pripyat River about 210 kilometres east of Pinsk and 100 kilometres northwest of Chernobyl in Ukraine. As of 2024, it has a population of 105,152."""
Malaysia,Melaka,61,Moderate,1,Good,31,Good,0,Good,61,Moderate,2.1944,102.2486,"""Malacca, officially the Historic State of Malacca, is a state in Malaysia located in the southern region of the Malay Peninsula, facing the Strait of Malacca. The state is bordered by Negeri Sembilan to the north and west and Johor to the south. The exclave of Tanjung Tuan also borders Negeri Sembilan to the north. Its capital is Malacca City, which has been listed as a UNESCO World Heritage Site since 7 July 2008."""
Uruguay,Melo,25,Good,0,Good,25,Good,0,Good,4,Good,-32.3667,-54.1833,"""No description provided"""
United States of America,Menomonee Falls,66,Moderate,2,Good,15,Good,16,Good,66,Moderate,43.1487,-88.1227,"""Menomonee Falls is a village in Waukesha County, Wisconsin, United States. Its population was 38,527 at the 2020 census, making it the most-populous village in Wisconsin. It is part of the Milwaukee metropolitan area."""
South Africa,Messina,55,Moderate,1,Good,17,Good,1,Good,55,Moderate,38.1936,15.5542,"""Messina is a harbour city and the capital of the Italian Metropolitan City of Messina. It is the third largest city on the island of Sicily, and the 13th largest city in Italy, with a population of more than 218,000 inhabitants in the city proper and about 650,000 in the Metropolitan City. It is located near the northeast corner of Sicily, at the Strait of Messina and it is an important access terminal to Calabria region, Villa San Giovanni, Reggio Calabria on the mainland. According to Eurostat the FUA of the metropolitan area of Messina has, in 2014, 277,584 inhabitants."""
Italy,Minturno,47,Good,1,Good,47,Good,0,Good,31,Good,41.2667,13.75,"""Minturno is a city and comune in southern Lazio, Italy, situated on the north west bank of the Garigliano."""
Chad,Mongo,53,Moderate,2,Good,10,Good,1,Good,53,Moderate,12.1837,18.7,"""No description provided"""
Hungary,Monor,64,Moderate,1,Good,31,Good,3,Good,64,Moderate,47.3475,19.4489,"""Monor is a town in Pest county, Hungary. It is situated immediately southeast of Üllő municipality and Ferenc Liszt International Airport - southeast of Budapest. Monor has a railway station, light industry, and both a Roman Catholic and a Reformed church. Balassi Bálint utcai sporttelep is the local football arena."""
United States of America,Monroe,65,Moderate,2,Good,22,Good,14,Good,65,Moderate,32.5185,-92.0774,"""No description provided"""
Germany,Moosburg,50,Good,1,Good,29,Good,3,Good,50,Good,48.4667,11.9333,"""Moosburg an der Isar is a town in the Landkreis Freising of Bavaria, Germany."""
Japan,Moriyama,45,Good,1,Good,45,Good,0,Good,24,Good,35.0586,135.9942,"""Moriyama is a city located in Shiga Prefecture, Japan. As of 31 August 2021, the city had an estimated population of 85,485 in 34,366 households and a population density of 1533.63 persons per km2. The total area of the city is 55.74 square kilometres (21.52 sq mi)."""
Germany,Mosbach,29,Good,0,Good,29,Good,2,Good,25,Good,49.3522,9.1467,"""Mosbach is a town in the north of Baden-Württemberg, Germany. It is the seat of the Neckar-Odenwald district and has a population of approximately 25,000 distributed in six boroughs: Mosbach Town, Lohrbach, Neckarelz, Diedesheim, Sattelbach and Reichenbuch."""
Bosnia and Herzegovina,Mostar,58,Moderate,1,Good,39,Good,0,Good,58,Moderate,43.3436,17.8075,"""Mostar is a city and the administrative centre of Herzegovina-Neretva Canton of the Federation of Bosnia and Herzegovina, an entity of Bosnia and Herzegovina, and the historical capital of Herzegovina."""
United States of America,Mount Vernon,67,Moderate,1,Good,42,Good,2,Good,67,Moderate,40.9136,-73.8291,"""Mount Vernon is the former residence and plantation of George Washington, a Founding Father, commander of the Continental Army in the Revolutionary War, and the first president of the United States, and his wife, Martha. An American landmark, the estate lies on the banks of the Potomac River in Fairfax County, Virginia, approximately 15 miles (25 km) south of Washington, D.C.."""
Pakistan,Muzaffargarh,191,Unhealthy,2,Good,141,Unhealthy for Sensitive Groups,2,Good,191,Unhealthy,30.0694,71.1942,"""Muzaffargarh is a city in the province of Punjab, Pakistan. Located on the bank of the Chenab River, it is the capital of the eponymous district. It is the 39th most populous city of Pakistan."""
Brazil,Muzambinho,57,Moderate,2,Good,3,Good,4,Good,57,Moderate,-21.3758,-46.5258,"""Muzambinho is a municipality in the state of Minas Gerais in the Southeast region of Brazil."""
Myanmar,Myingyan,27,Good,0,Good,27,Good,0,Good,20,Good,21.46,95.3883,"""Myingyan is a city and district in the Mandalay Division of central Myanmar, previously, it was a district in the Meiktila Division of Upper Burma. It is currently the capital of Myingyan Township and lies along the National Highway 2. As of 2014, the city had a population of 276,096 and the district had 1,055,957."""
India,Nagda,160,Unhealthy,1,Good,37,Good,0,Good,160,Unhealthy,23.4564,75.4131,"""Nagda is an industrial town in Ujjain district of the Indian state of Madhya Pradesh. It lies in the administrative headquarters of the city of Ujjain, in the Malwa region of western Madhya Pradesh. It is situated on the bank of the Chambal River."""
France,Nantes,38,Good,1,Good,25,Good,2,Good,38,Good,47.2181,-1.5528,"""Nantes is a city in the Loire-Atlantique department of France on the Loire, 50 km (31 mi) from the Atlantic coast. The city is the sixth largest in France, with a population of 320,732 in Nantes proper and a metropolitan area of nearly 1 million inhabitants (2020). With Saint-Nazaire, a seaport on the Loire estuary, Nantes forms one of the main north-western French metropolitan agglomerations."""
United States of America,Tarboro,52,Moderate,2,Good,17,Good,11,Good,52,Moderate,35.9046,-77.5563,"""Tarboro is a town located in Edgecombe County, North Carolina, United States. It is part of the Rocky Mount metropolitan area. As of the 2020 census, the town had a population of 10,721. It is the county seat of Edgecombe County. The town is on the opposite bank of the Tar River from Princeville. It is also part of the Rocky Mount-Wilson-Roanoke Rapids CSA. Tarboro is located near the western edge of North Carolina's coastal plain. It has many historical churches, some dating from as early as 1742."""
Italy,Taurianova,57,Moderate,1,Good,56,Moderate,0,Good,57,Moderate,38.35,16.0167,"""Taurianova is a comune (municipality) in the Province of Reggio Calabria in the southern Italian region Calabria, located about 80 kilometres (50 mi) southwest of Catanzaro and about 40 kilometres (25 mi) northeast of Reggio Calabria."""
